"날짜","대여소번호","회전율","월","평균기온","강수계속시간","평균풍속","평균상대습도","평균현지기압","합계일조시간","일최심적설","평균전운량","평균지면온도","안개계속시간"
"2018-01-01",1601,38.46,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1602,22.22,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1603,36.36,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1605,7.14,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1606,25,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1608,42.86,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1610,5,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1611,13.04,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1616,21.05,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1617,9.09,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1619,41.67,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1620,18.18,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1623,30.77,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1625,26.67,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1627,6.67,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1628,20,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1630,9.09,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1634,31.25,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1635,18.18,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1636,21.43,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1637,40,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1639,25,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1640,25,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1641,6.25,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1642,25,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1643,10,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1650,14.29,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1654,23.53,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1655,6.25,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1656,45.45,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1657,18.18,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-01",1659,7.69,1,-1.3,0,1.4,39.1,1016.8,8.3,0,1,-1.7,0
"2018-01-02",1601,31.82,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1602,31.25,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1603,30,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1605,30,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1608,55.56,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1610,29.17,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1611,25,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1616,40.91,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1617,4.55,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1619,38.46,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1620,30,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1623,34.29,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1625,45.45,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1627,14.29,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1628,10,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1630,9.09,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1634,5.88,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1636,100,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1637,36,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1640,23.53,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1641,6.25,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1642,22.22,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1643,9.09,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1646,5,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1650,29.17,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1651,4.76,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1655,22.22,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1656,15.38,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1657,30.77,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-02",1660,25,1,-1.8,0,1.8,42,1018.1,7.9,0,2.3,-2.3,0
"2018-01-03",1601,26.09,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1602,31.25,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1603,9.09,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1605,16.67,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1606,25,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1608,63.16,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1610,34.78,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1611,23.81,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1616,60,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1617,4.35,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1619,40,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1620,10,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1623,25,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1625,42.86,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1627,7.14,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1628,9.09,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1630,9.09,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1634,6.67,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1636,66.67,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1637,40.74,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1639,9.09,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1640,30.77,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1641,6.67,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1642,70,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1643,16.67,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1646,9.52,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1650,8,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1654,6.67,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1655,21.05,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1656,23.08,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1657,25,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1659,18.18,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-03",1660,10,1,-4.7,0,2.2,42.3,1019.9,8.6,0,3.6,-3.4,0
"2018-01-04",1601,23.08,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1602,17.65,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1603,20,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1605,16.67,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1606,46.15,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1608,68.42,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1610,23.08,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1611,8.7,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1616,41.67,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1617,10,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1619,27.27,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1620,16.67,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1623,38.71,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1625,33.33,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1627,25,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1628,20,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1636,52.63,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1637,34.78,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1640,23.08,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1641,11.76,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1642,44.44,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1643,45.45,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1646,5,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1650,16.67,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1651,4.76,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1655,31.58,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1656,27.27,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1657,20,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-04",1659,23.08,1,-4.7,0,1.4,43,1016.5,6.2,0,6.5,-3.3,0
"2018-01-05",1601,40,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1602,30,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1603,8.33,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1605,23.08,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1608,46.67,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1610,33.33,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1611,12.5,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1616,61.11,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1617,5,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1619,36.36,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1620,16.67,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1623,23.08,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1625,21.74,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1627,13.33,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1628,18.18,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1630,9.09,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1636,55.56,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1637,50,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1639,16.67,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1640,38.46,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1641,6.67,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1642,33.33,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1643,8.33,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1650,28,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1651,4.55,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1655,5.56,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1656,25,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1657,30,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1659,10,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-05",1660,25,1,-3,0,1.7,48.4,1010.3,8.2,0,3.6,-2.6,0
"2018-01-06",1601,58.33,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1602,46.67,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1603,33.33,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1605,25,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1606,31.25,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1608,35.71,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1610,21.74,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1611,12,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1616,66.67,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1617,16.67,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1619,50,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1620,15.38,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1623,20.83,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1625,16.67,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1627,5.88,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1628,27.27,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1630,18.18,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1636,35.29,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1637,87.5,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1639,33.33,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1640,15.38,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1641,25,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1642,37.5,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1643,18.18,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1650,4.17,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1652,27.27,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1654,6.25,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1655,16.67,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1656,18.18,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1657,10,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1659,36.36,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-06",1660,27.27,1,-2.8,0,1.5,45.8,1012.9,8.8,0,0,-3.1,0
"2018-01-07",1601,38.46,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1602,15.79,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1603,10,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1605,9.09,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1606,27.27,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1608,42.11,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1610,54.55,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1611,22.22,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1616,53.33,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1617,4.35,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1619,26.67,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1620,27.78,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1623,48.28,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1625,33.33,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1627,7.14,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1628,9.09,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1630,9.09,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1634,11.76,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1635,9.09,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1636,44.44,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1637,52,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1640,36.36,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1641,5.56,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1642,30.77,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1643,20,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1646,13.04,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1650,29.63,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1654,13.33,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1655,31.58,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1656,66.67,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1657,27.27,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-07",1659,16.67,1,-0.8,0,0.8,42.1,1010.7,3.1,0,7.5,-2.2,0
"2018-01-08",1601,36,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1602,31.25,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1606,46.67,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1608,66.67,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1610,22.73,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1611,13.04,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1616,35.71,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1617,9.52,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1619,8.33,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1620,16.67,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1623,11.11,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1625,9.52,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1627,14.29,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1628,27.27,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1634,20,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1636,41.18,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1637,34.78,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1640,18.18,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1641,6.25,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1642,27.27,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1643,9.09,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1646,5,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1650,23.81,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1651,14.29,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1652,20,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1655,33.33,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1656,20,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-08",1657,16.67,1,1.3,4.5,1.8,51.9,1000.6,0.5,1,9,0.4,0
"2018-01-09",1601,33.33,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1602,26.67,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1603,7.69,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1605,26.67,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1606,23.08,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1608,69.23,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1610,29.17,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1616,23.08,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1617,4.35,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1619,50,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1620,20,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1623,12,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1625,23.08,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1627,7.14,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1630,10,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1634,13.33,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1636,30.77,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1637,23.81,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
"2018-01-09",1640,18.18,1,-4.2,5.58,2.9,59.4,1002.8,8.4,1,3.5,-1.2,0
