"날짜","대여소ID","회전율","월","평균기온","강수계속시간","평균풍속","평균상대습도","평균현지기압","합계일조시간","일최심적설","평균전운량","평균지면온도","안개계속시간"
"2019-01-01",1601,35.71,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1602,47.37,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1603,40,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1605,28.57,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1606,42.86,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1608,33.33,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1610,44,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1611,43.33,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1616,72.22,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1620,57.14,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1623,29.63,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1625,55.88,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1627,16.67,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1628,20,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1634,34.78,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1635,27.27,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1636,78.26,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1637,50,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1639,20,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1640,40,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1641,15,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1642,57.14,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1643,50,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1650,24.14,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1651,16,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1652,16.67,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1653,53.85,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1654,33.33,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1655,41.67,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1656,54.55,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1657,19.05,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1659,23.08,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1660,11.11,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1661,33.33,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1662,38.89,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1663,48.48,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1664,20,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1665,52,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1666,33.33,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1667,73.33,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1668,65.22,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1669,64.29,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1670,36.84,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1671,15.79,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1672,21.05,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1673,68.97,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1674,31.58,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1675,6.67,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1677,15.38,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1678,21.05,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1681,29.41,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1682,18.75,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1683,14.29,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1684,42.86,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1685,11.11,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1686,23.08,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1688,42.86,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1689,41.67,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1690,25,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1691,35.71,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-01",1692,33.33,1,-5,0,2.1,49.5,1022.6,7.5,0,3.4,-3.9,0
"2019-01-02",1601,58.62,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1602,41.18,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1603,30,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1605,38.46,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1606,82.35,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1608,51.52,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1610,25,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1611,69.7,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1616,43.48,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1620,57.14,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1623,28.57,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1625,57.14,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1627,7.14,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1628,16.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1634,22.73,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1635,16.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1636,92,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1637,61.76,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1639,36.36,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1640,30.77,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1641,22.22,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1642,40,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1643,45.45,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1646,13.04,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1650,45.71,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1651,17.39,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1652,30,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1653,58.82,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1654,16.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1655,46.43,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1656,68,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1657,16.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1659,60,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1660,41.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1661,47.06,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1662,38.89,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1663,50,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1664,18.18,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1665,37.93,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1666,47.83,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1667,47.06,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1668,69.57,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1669,76.19,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1670,59.26,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1671,42.11,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1672,33.33,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1673,66.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1674,60,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1675,6.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1677,16.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1678,15,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1679,18.75,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1680,9.09,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1681,33.33,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1682,21.05,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1683,52.38,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1684,41.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1685,72.73,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1686,83.33,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1688,41.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1689,50,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1690,23.08,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1691,66.67,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-02",1692,35.71,1,-4.9,0,1.7,42.8,1023.4,8.7,0,0,-3.3,0
"2019-01-03",1601,54.29,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1602,61.11,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1603,71.43,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1605,13.33,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1606,61.11,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1608,71.43,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1610,65.22,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1611,44.74,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1616,76.19,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1620,40,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1623,45.45,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1625,63.46,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1627,12.5,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1628,16.67,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1630,9.09,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1634,29.03,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1635,16.67,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1636,114.81,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1637,78.95,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1639,9.09,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1640,38.46,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1641,15.79,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1642,75,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1643,100,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1646,9.52,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1650,35.29,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1651,20,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1652,27.27,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1653,68.57,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1654,12.5,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1655,62.5,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1656,73.33,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1657,17.86,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1659,31.58,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1660,42.86,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1661,50,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1662,84.21,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1663,67.74,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1664,25,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1665,69.23,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1666,73.91,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1667,47.37,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1668,48.39,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1669,50,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1670,50,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1671,35.29,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1672,52.63,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1673,65.38,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1674,45.45,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1675,14.29,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1677,21.43,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1678,23.81,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1679,16.67,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1681,60,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1682,44.44,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1683,82.35,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1684,31.82,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1685,21.43,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1686,47.37,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1688,28.57,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1689,26.67,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1690,38.46,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1691,57.89,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-03",1692,50,1,-3.5,0,1.4,38.8,1024.2,8.7,0,0.1,-2.6,0
"2019-01-04",1601,58.82,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1602,63.64,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1603,61.54,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1605,63.64,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1606,76.92,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1608,90.62,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1610,26.92,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1611,41.03,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1616,76.92,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1620,94.74,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1623,28.21,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1625,61.54,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1627,13.33,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1628,23.08,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1630,36.36,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1634,32,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1635,27.27,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1636,92.86,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1637,51.35,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1639,18.18,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1640,35.71,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1641,28.57,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1642,55.56,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1643,76.92,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1646,4.35,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1650,39.39,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1651,25.81,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1652,27.27,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1653,62.07,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1654,14.29,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1655,34.62,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1656,60.71,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1657,28,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1659,55,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1660,27.27,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1661,75,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1662,83.33,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1663,61.76,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1664,9.09,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1665,53.12,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1666,65,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1667,40,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1668,86.96,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1669,78.95,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1670,72.73,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1671,44.44,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1672,38.89,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1673,68.97,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1674,63.16,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1675,14.29,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1677,45.45,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1678,26.32,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1679,6.67,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1681,56,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1682,27.78,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1683,41.67,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1684,53.85,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1685,30.77,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1686,73.33,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1688,42.86,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1689,36.36,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1690,38.46,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1691,68.42,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-04",1692,25,1,-1.1,0,1.2,55.5,1019.5,3.9,0,5.5,-1.4,0
"2019-01-05",1601,66.67,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
"2019-01-05",1602,58.82,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
"2019-01-05",1603,75,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
"2019-01-05",1605,33.33,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
"2019-01-05",1606,47.62,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
"2019-01-05",1608,58.06,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
"2019-01-05",1610,53.85,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
"2019-01-05",1611,56.25,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
"2019-01-05",1616,70,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
"2019-01-05",1620,80.95,1,-2.8,0,2.2,40.3,1016.6,8.6,0,0.5,-1.2,0
